clean_name,last_win_rating,ST_win_rate,HV_win_rate,ST_vs_HV_pref,AWT_win_rate,Turf_win_rate,AWT_vs_Turf_pref,last_form_going,recent_avg_pos,recent_win_rate,last_run_date,last_race_class_int,last_horse_rating,last_gear,distance_win_rate,prev_run_vet_finding,horse_code,avg_first_pos,gear_win_rate,has_overseas_form,winning_gears,gallops_30d,trots_30d,swims_30d,last_workout_date,last_workout_type,last_workout_detail,is_in_conghua,latest_body_weight
PAKISTAN LEGACY,,,,,,,,,,,,,,,,1.0,J363,,,1.0,,6.0,23.0,28.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
PARENTS' LOVE,57.0,0.1428571428571428,0.0,Sha Tin,0.0,0.0909090909090909,TURF,GOOD TO FIRM,6.25,0.0,2026-07-08,4.0,62.0,H/TT,0.0909090909090909,0.0,H405,3.909090909090909,0.0909090909090909,1.0,['H/TT'],7.0,30.0,30.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
PARROT BLESSING,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,10.5,0.0,2026-07-01,4.0,52.0,H/P/XB1/TT,0.0,0.0,L063,8.5,0.0,1.0,[],5.0,22.0,0.0,12/09/2026,Trotting,SmT 1 Round - Fast (A.T.),0.0,
PATCH OF THETA,,,,,,,,,,,,,,,,0.0,H485,,,1.0,,6.0,24.0,28.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
PEARL OF PANG'S,41.0,0.0833333333333333,0.0,Sha Tin,0.0,0.0833333333333333,TURF,GOOD,11.5,0.0,2026-07-12,4.0,45.0,B/TT,0.1,1.0,J447,5.25,0.0833333333333333,1.0,['B/TT'],6.0,31.0,22.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
PERFECT PEACH,29.0,0.1111111111111111,0.0,Sha Tin,0.0,0.1,TURF,GOOD,11.0,0.0,2026-04-29,4.0,32.0,B-/TT,0.0,0.0,E488,8.75,0.0,1.0,['B/TT'],0.0,0.0,0.0,,,,0.0,
PERIDOT,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,6.25,0.0,2026-07-04,4.0,40.0,H/P/TT,0.0,0.0,K148,8.333333333333334,0.0,1.0,[],7.0,27.0,30.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
POPE CODY,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,5.0,0.0,2026-07-08,4.0,71.0,TT,0.0,0.0,K313,8.75,0.0,1.0,[],5.0,30.0,0.0,14/09/2026,Trotting,AWT 1 Round - Fast (R.B.),0.0,
POWER KOEPP,63.0,0.0,0.1,Happy Valley,0.0,0.0909090909090909,TURF,GOOD TO FIRM,4.25,0.25,2026-07-08,4.0,68.0,B,0.0833333333333333,0.0,E301,5.5,0.5,1.0,['B'],,,,,,,,
PRECISION HOPE,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,3.25,0.0,2026-09-09,4.0,45.0,,0.0,0.0,L047,8.9,0.0,1.0,[],,,,,,,,
PRECISION MIND,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,10.0,0.0,2026-09-06,4.0,46.0,XB/TT,0.0,1.0,L296,6.5,0.0,1.0,[],5.0,27.0,16.0,12/09/2026,Trotting,SmT 1 Round - Fast (H T Mo),0.0,
PRESTIGE SUPERIOR,,,,,,,,,,,,,,,,0.0,K383,,,1.0,,5.0,21.0,20.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
PRESTIGE WIN,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,9.75,0.0,2026-06-27,4.0,58.0,,0.0,1.0,L248,7.4,0.0,1.0,[],,,,,,,,
PRIME ACE,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.0,0.0,,4.0,,,0.0,0.0,L443,6.0,0.0,1.0,[],6.0,30.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
PRIME SUCCESS,,,,,,,,,,,,,,,,1.0,L300,,,1.0,,4.0,25.0,3.0,25/09/2026,Trotting,Riverside Canter (R.B.),0.0,
PRINCE ALEX,,,,,,,,,,,,,,,,0.0,G307,,,1.0,,4.0,22.0,0.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
QUANTUM LEGEND,,,,,,,,,,,,,,,,0.0,L268,,,1.0,,5.0,26.0,30.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
QUANTUM WUKONG,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO YIELDING,3.333333333333333,0.0,2026-07-04,4.0,,TT,0.0,0.0,L393,6.666666666666667,0.0,1.0,[],6.0,30.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (Y L Chung),0.0,
RAPID PHANTOM,,,,,,,,,,,,,,,,0.0,L204,,,1.0,,3.0,28.0,26.0,24/09/2026,Swimming,nan,0.0,
RATTAN GALAXY,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,7.0,0.0,2026-07-12,4.0,34.0,V/TT,0.0,0.0,K143,7.333333333333333,0.0,1.0,[],6.0,31.0,21.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
RED ELEGANCE,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,9.75,0.0,2026-07-01,4.0,67.0,B,0.0,1.0,H241,6.75,0.0,1.0,[],4.0,26.0,1.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
REFUSETOBEENGLISH,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,4.75,0.0,2026-07-04,4.0,63.0,B,0.0,0.0,K362,9.333333333333334,0.0,1.0,[],6.0,29.0,29.0,14/09/2026,Gallop,31.6 25.8 (57.4) (K C Leung),0.0,
RIDING TOGETHER,,,,,,,,,,,,,,,,1.0,K081,,,1.0,,3.0,23.0,29.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
RISING ELITE,,,,,,,,,,,,,,,,0.0,K544,,,1.0,,4.0,25.0,26.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
RISING FORCE,,,,,,,,,,,,,,,,0.0,K236,,,1.0,,5.0,25.0,25.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
RISING PHOENIX,58.0,0.3,0.0,Sha Tin,0.0,0.25,TURF,GOOD TO FIRM,5.0,0.25,2026-07-12,4.0,58.0,B,0.6,0.0,J498,8.166666666666666,0.25,1.0,['B'],7.0,24.0,30.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
ROAD TO GLORY,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO YIELDING,2.0,0.0,2026-07-04,4.0,52.0,B1,0.0,0.0,L415,12.0,0.0,1.0,[],7.0,25.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
ROBOT KNIGHT,,,,,,,,,,,,,,,,0.0,H464,,,1.0,,6.0,31.0,21.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
ROBOT LUCKY STAR,52.0,0.3333333333333333,0.0,Sha Tin,0.0,0.125,TURF,GOOD TO FIRM,6.0,0.0,2026-07-08,4.0,61.0,,0.25,0.0,K485,6.5,0.0,1.0,[],,,,,,,,
ROMANTIC FANTASY,40.0,0.1666666666666666,0.0,Sha Tin,0.0,0.0833333333333333,TURF,YIELDING,7.0,0.25,2026-06-27,4.0,45.0,,0.0,0.0,H168,7.75,0.0,1.0,[],5.0,25.0,28.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
ROMANTIC GLADIATOR,63.0,0.0,0.2,Happy Valley,0.0,0.1666666666666666,TURF,GOOD,2.75,0.25,2026-06-24,4.0,69.0,TT,0.25,0.0,L240,4.333333333333333,0.2,1.0,['TT'],5.0,31.0,27.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
ROMANTIC LAOS,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,4.75,0.0,2026-09-09,4.0,50.0,CP/TT,0.0,0.0,G476,7.0,0.0,1.0,[],0.0,0.0,0.0,,,,0.0,
ROSEWOOD FLEETFOOT,38.0,0.0,0.4,Happy Valley,0.0,0.1818181818181818,TURF,GOOD,2.75,0.5,2026-06-24,4.0,38.0,V/TT,0.6666666666666666,0.0,J524,8.181818181818182,0.4,1.0,['V/TT'],6.0,28.0,28.0,14/09/2026,Gallop,24.5 (24.5) (K Teetan),0.0,
RUBY THRIVE,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,6.5,0.0,2026-09-06,4.0,50.0,H/TT,0.0,0.0,L098,5.75,0.0,1.0,[],5.0,30.0,20.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
RUN RUN SMART,60.0,0.25,0.25,Neutral,0.0,0.2727272727272727,TURF,GOOD,2.75,0.25,2026-06-27,4.0,69.0,TT,0.0,0.0,K080,2.333333333333333,0.25,1.0,['TT'],7.0,30.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
RUN RUN SUNRISE,,,,,,,,,,,,,,,,0.0,K552,,,1.0,,6.0,28.0,0.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
RUNJEET,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.25,0.0,2026-09-06,4.0,33.0,,0.0,0.0,K276,6.909090909090909,0.0,1.0,[],0.0,0.0,0.0,,,,0.0,
RUSSET GLOW,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,8.5,0.0,2026-07-04,4.0,45.0,B/TT,0.0,0.0,L059,9.285714285714286,0.0,1.0,[],4.0,31.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
RYUI KOKOROE,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,8.5,0.0,2026-07-12,4.0,51.0,BO-/SB2,0.0,1.0,L120,10.454545454545457,0.0,1.0,[],6.0,21.0,26.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SAGACIOUS LIFE,90.0,0.25,0.0,Sha Tin,0.0,0.25,TURF,GOOD TO YIELDING,9.0,0.0,2026-07-12,4.0,97.0,TT,0.3333333333333333,0.0,K507,4.375,0.1428571428571428,1.0,"['TT', 'TT1']",4.0,28.0,24.0,14/09/2026,Gallop,28.9 25.8 (54.7) (R.B.),0.0,
SALON S,,,,,,,,,,,,,,,,0.0,K585,,,1.0,,7.0,30.0,29.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SAMARKAND,60.0,0.0,0.0833333333333333,Happy Valley,0.0,0.0833333333333333,TURF,GOOD,5.0,0.0,2026-06-24,4.0,66.0,,0.0909090909090909,1.0,H070,2.727272727272727,0.0,1.0,['CP/TT'],,,,,,,,
SAME TO YOU,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,7.5,0.0,2026-06-27,4.0,43.0,BL/H/P/TT,0.0,0.0,H057,7.75,0.0,1.0,[],5.0,31.0,27.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
SAVVY BRILLIANT,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.5,0.0,2026-07-04,4.0,72.0,XB/TT,0.0,1.0,J437,10.090909090909092,0.0,1.0,[],7.0,30.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (A.T.),0.0,
SEA DIAMOND,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,8.75,0.0,2026-06-21,4.0,44.0,XB/TT,0.0,0.0,L072,7.833333333333333,0.0,1.0,[],7.0,31.0,11.0,12/09/2026,Trotting,SmT 2 Round - Fast (R.B.),0.0,
SERANGOON,47.0,0.125,0.0,Sha Tin,0.0,0.0909090909090909,TURF,GOOD,7.0,0.0,2026-07-15,4.0,51.0,B/TT,0.25,0.0,H296,11.416666666666666,0.125,1.0,['B/TT'],7.0,30.0,30.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
SHAMUS STORM,,,,,,,,,,,,,,,,1.0,K031,,,1.0,,5.0,23.0,27.0,24/09/2026,Swimming,nan,0.0,
SHAMZ,53.0,0.0,0.5,Happy Valley,0.0,0.1,TURF,GOOD,8.5,0.25,2026-07-15,4.0,53.0,TT,0.3333333333333333,0.0,L097,7.818181818181818,0.1,1.0,['TT'],,,,,,,,
SHOOTING TO TOP,50.0,0.0,0.2,Happy Valley,0.0,0.1666666666666666,TURF,GOOD,3.0,0.25,2026-07-08,4.0,55.0,B/TT,0.2,0.0,L039,5.166666666666667,0.2,1.0,['B/TT'],,,,,,,,
SHOW ME YOUR LOVE,,,,,,,,,,,,,,,,0.0,L355,,,1.0,,5.0,18.0,27.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SILVER UP,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,6.0,0.0,2026-07-12,4.0,40.0,,0.0,1.0,J078,9.0,0.0,1.0,[],3.0,25.0,11.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SILVERY BREEZE,86.0,0.0,0.375,Happy Valley,0.0,0.25,TURF,GOOD TO FIRM,3.0,0.25,2026-07-12,4.0,92.0,CP/TT,0.0,1.0,K057,7.583333333333333,0.3333333333333333,1.0,['CP/TT'],2.0,24.0,27.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
SKY DEEP,53.0,0.1111111111111111,0.0,Sha Tin,0.0,0.125,TURF,GOOD,3.75,0.0,2026-07-15,4.0,58.0,PC/XB,0.0,0.0,K041,4.2,0.0,1.0,['V/XB'],,,,,,,,
SKY TRUST,,,,,,,,,,,,,,,,0.0,J161,,,1.0,,2.0,25.0,19.0,25/09/2026,Trotting,SmT 2 Round - Fast (R.B.),0.0,
SMART CITY,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,10.25,0.0,2026-06-24,4.0,35.0,CP-/V2,0.0,0.0,J213,4.083333333333333,0.0,1.0,[],5.0,29.0,27.0,14/09/2026,Trotting,AWT 1 Round - Fast (R.B.),0.0,
SMILING ONE,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,9.75,0.0,2026-07-04,4.0,45.0,B/TT,0.0,1.0,K336,10.166666666666666,0.0,1.0,[],7.0,29.0,27.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
SO MY FOLKS,,,,,,,,,,,,,,,,0.0,K456,,,1.0,,4.0,28.0,25.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SOLAR RIVER,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,7.75,0.0,2026-09-09,4.0,32.0,CP/TT,0.0,0.0,J308,4.5,0.0,1.0,[],5.0,26.0,22.0,14/09/2026,Trotting,Penfold Canter (A.T.),0.0,
SOLEIL FIGHTER,,,,,,,,,,,,,,,,0.0,J127,,,1.0,,5.0,20.0,26.0,25/09/2026,Gallop,28.6 (28.6) (R.B.),0.0,
SOLID STATE,66.0,1.0,0.0,Sha Tin,0.0,1.0,TURF,GOOD TO YIELDING,1.0,1.0,2026-07-04,4.0,66.0,CP-/XB-/TT,1.0,0.0,L411,1.0,1.0,1.0,['CP-/XB-/TT'],7.0,30.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SOLID WIN,69.0,0.25,0.25,Neutral,0.0,0.25,TURF,GOOD,5.0,0.25,2026-05-27,4.0,77.0,BR,0.2857142857142857,0.0,J225,8.666666666666666,0.2222222222222222,1.0,"['BR', 'BR1/TT-']",4.0,25.0,25.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SOMELOVEFROMABOVE,53.0,0.0,0.375,Happy Valley,0.0,0.25,TURF,GOOD,4.5,0.25,2026-07-15,4.0,61.0,PC-,0.0,1.0,J503,4.916666666666667,0.0,1.0,"['PC', 'XB-']",5.0,27.0,25.0,14/09/2026,Gallop,29.4 25.5 (54.9) (R.B.),0.0,
SOO KOO,,,,,,,,,,,,,,,,1.0,L008,,,1.0,,5.0,26.0,28.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SOVEREIGN FUND,72.0,0.3333333333333333,0.1111111111111111,Sha Tin,0.0,0.1666666666666666,TURF,GOOD,5.25,0.25,2026-06-27,4.0,72.0,CP,0.5,1.0,J402,6.0,0.5,1.0,"['B-/TT-', 'CP']",7.0,29.0,0.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SPEED DRAGON,93.0,0.0,0.5,Happy Valley,0.0,0.25,TURF,GOOD TO FIRM,3.5,0.25,2026-05-13,4.0,101.0,B,0.0,0.0,H380,10.090909090909092,0.2727272727272727,1.0,['B'],7.0,25.0,29.0,14/09/2026,Gallop,30.6 25.2 (55.8) (R.B.),0.0,
SPEEDY PATCH,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.0,0.0,2026-07-12,4.0,50.0,TT1,0.0,1.0,L104,8.333333333333334,0.0,1.0,[],6.0,31.0,20.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SPEEDY SMARTIE,,,,,,,,,,,,,,,,0.0,H108,,,1.0,,6.0,30.0,8.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SPEEDY TRIDENT,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,4.75,0.0,2026-07-12,4.0,27.0,,0.0,0.0,K230,7.75,0.0,1.0,[],3.0,45.0,0.0,12/09/2026,Trotting,TroR TroR Canter (R.B.),0.0,
SPICY SPANGLE,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,4.25,0.0,2026-07-08,4.0,33.0,H/TT,0.0,0.0,J087,2.583333333333333,0.0,1.0,[],5.0,28.0,25.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
SPIRITED STEED,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,6.666666666666667,0.0,2026-07-12,4.0,50.0,,0.0,0.0,L278,8.0,0.0,1.0,[],7.0,24.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
STAR BROSE,38.0,0.0,0.1428571428571428,Happy Valley,0.0,0.0909090909090909,TURF,GOOD,5.25,0.0,2026-06-27,4.0,41.0,CP/TT,0.0,0.0,J463,8.916666666666666,0.1,1.0,['CP/TT'],7.0,26.0,27.0,14/09/2026,Gallop,30.1 27.3 (57.4) (M L Yeung),0.0,
STAR OF HEARTS,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,5.0,0.0,2026-06-13,4.0,52.0,,0.0,0.0,L271,9.0,0.0,1.0,[],5.0,25.0,29.0,14/09/2026,Gallop,"26.2 22.8 (49.0) (C Y Ho) Prestige Always, Happy Special",0.0,
STARRY SHOW,44.0,0.0,0.1666666666666666,Happy Valley,0.0,0.0909090909090909,TURF,GOOD,6.75,0.25,2026-07-15,4.0,44.0,B,0.1111111111111111,0.0,L074,9.5,0.3333333333333333,1.0,['B'],8.0,24.0,27.0,14/09/2026,Gallop,27.0 (27.0) (R.B.),0.0,
STAY COSMIC,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,9.5,0.0,2026-07-04,4.0,74.0,,0.0,0.0,L372,8.5,0.0,1.0,[],8.0,24.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
STORM MIRROR,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,4.0,0.0,2026-07-01,4.0,52.0,B,0.0,0.0,L179,6.666666666666667,0.0,1.0,[],5.0,28.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
STORM RIDER,,,,,,,,,,,,,,,,0.0,J027,,,1.0,,5.0,23.0,27.0,24/09/2026,Swimming,nan,0.0,
STORMING DRAGON,60.0,0.0,0.0909090909090909,Happy Valley,0.0,0.0833333333333333,TURF,GOOD,5.25,0.25,2026-06-27,4.0,67.0,B/TT,0.0,0.0,J237,8.916666666666666,0.0,1.0,['B2/TT'],,,,,,,,
STORMY GROVE,,,,,,,,,,,,,,,,0.0,K478,,,1.0,,7.0,30.0,29.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
STORMY KNIGHT,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,8.5,0.0,2026-09-09,4.0,39.0,,0.0,0.0,L062,10.0,0.0,1.0,[],3.0,21.0,25.0,24/09/2026,Swimming,nan,0.0,
STRAIGHT TO GLORY,70.0,0.2857142857142857,0.4,Happy Valley,0.0,0.3333333333333333,TURF,GOOD TO FIRM,4.5,0.5,2026-07-01,4.0,70.0,H/TT,0.4,0.0,K340,6.0,0.4,1.0,['H/TT'],6.0,20.0,20.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
STRATHPEFFER,45.0,0.0833333333333333,0.0,Sha Tin,0.0,0.0833333333333333,TURF,GOOD TO FIRM,5.0,0.0,2026-07-01,4.0,52.0,B,0.0833333333333333,1.0,H095,5.083333333333333,0.0833333333333333,1.0,['B'],5.0,25.0,0.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
STURDY RUBY,60.0,0.0,0.125,Happy Valley,0.0,0.125,TURF,GOOD,6.25,0.0,2026-07-08,4.0,58.0,B,0.1,0.0,H207,9.166666666666666,0.0,1.0,['B/TT'],,,,,,,,
SUNDAY'S SERENADE,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO YIELDING,3.75,0.0,2026-07-04,4.0,57.0,B/TT,0.0,1.0,J231,8.75,0.0,1.0,[],,,,,,,,
SUPER DRAGON,,,,,,,,,,,,,,,,0.0,K389,,,1.0,,6.0,23.0,29.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SUPER LOVE,,,,,,,,,,,,,,,,0.0,K118,,,1.0,,7.0,27.0,23.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SUPER UNICORN,62.0,0.0,0.2222222222222222,Happy Valley,0.0,0.1818181818181818,TURF,GOOD,5.0,0.0,2026-07-15,4.0,62.0,CP,0.2222222222222222,0.0,H481,8.333333333333334,0.1666666666666666,1.0,['CP'],6.0,28.0,29.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
SUPERB GUY,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO YIELDING,6.0,0.0,2026-07-01,4.0,32.0,B/XB,0.0,1.0,K323,8.083333333333334,0.0,1.0,[],6.0,28.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SUPERB KID,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,7.75,0.0,2026-07-08,4.0,54.0,CP,0.0,1.0,H298,11.416666666666666,0.0,1.0,[],7.0,28.0,2.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SUPERB KING,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,3.5,0.0,2026-07-08,4.0,58.0,CP/XB,0.0,0.0,K479,2.1666666666666665,0.0,1.0,[],,,,,,,,
SUPREME VOYAGER,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,8.5,0.0,2026-07-01,4.0,47.0,B/TT,0.0,0.0,L043,8.25,0.0,1.0,[],4.0,27.0,24.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SUPREME WINNER,17.0,0.0909090909090909,0.0,Sha Tin,0.0,0.0909090909090909,TURF,GOOD,6.25,0.0,2026-07-04,4.0,28.0,CP/SR/TT,0.3333333333333333,0.0,J255,6.833333333333333,0.1666666666666666,1.0,['CP/SR/TT'],5.0,25.0,14.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
SWAGGER BRO,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,5.0,0.0,2026-07-01,4.0,41.0,,0.0,1.0,K089,7.727272727272727,0.0,1.0,[],5.0,24.0,25.0,25/09/2026,Gallop,29.6 (29.6) (M Chadwick),0.0,
SWEET BRIAR,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,10.5,0.0,2026-04-29,4.0,44.0,B/TT,0.0,0.0,H044,6.916666666666667,0.0,1.0,[],7.0,25.0,29.0,14/09/2026,Trotting,SmT 2 Round - Rev Fast (R.B.),0.0,
TACTICAL COMMAND,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,8.0,0.0,2026-07-01,4.0,46.0,B,0.0,0.0,H197,9.666666666666666,0.0,1.0,[],6.0,17.0,28.0,14/09/2026,Trotting,SmT 1 Round - Rev Fast (R.B.),0.0,
TANG HEART,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO YIELDING,4.0,0.0,2026-07-04,4.0,64.0,TT,0.0,0.0,L373,7.333333333333333,0.0,1.0,[],,,,,,,,
TEAM HAPPY,24.0,0.0,0.25,Happy Valley,0.0,0.0909090909090909,TURF,GOOD,3.0,0.25,2026-09-09,4.0,24.0,B,0.1666666666666666,0.0,J218,5.916666666666667,0.25,1.0,['B'],,,,,,,,
TELECOM POWER,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,3.5,0.0,2026-09-09,4.0,30.0,V,0.0,0.0,J332,6.916666666666667,0.0,1.0,[],,,,,,,,
TEN LOVES,,0.0,0.0,Neutral,0.0,0.0,Neutral,Unknown,10.666666666666666,0.0,2026-07-12,4.0,63.0,,0.0,0.0,L371,12.666666666666666,0.0,1.0,[],6.0,25.0,27.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
THE ALL ROUNDER,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,5.25,0.0,2026-06-13,4.0,37.0,PC,0.0,0.0,K402,8.333333333333334,0.0,1.0,[],7.0,28.0,29.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
THE AZURE,47.0,0.0,0.0833333333333333,Happy Valley,0.0,0.0833333333333333,TURF,GOOD TO FIRM,5.0,0.25,2026-09-09,4.0,52.0,CP,0.0833333333333333,0.0,J227,9.416666666666666,0.0,1.0,['CP1'],,,,,,,,
THE BOOM BOX,75.0,0.0,0.25,Happy Valley,0.0,0.0833333333333333,TURF,GOOD TO FIRM,7.5,0.0,2026-06-21,4.0,70.0,CP,0.0,0.0,K076,9.916666666666666,0.0,1.0,[],3.0,23.0,27.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
THE CONCENTRATION,33.0,0.1666666666666666,0.0,Sha Tin,0.0,0.1666666666666666,TURF,GOOD,8.5,0.0,2026-06-27,4.0,41.0,B,0.0,0.0,H465,6.333333333333333,0.25,1.0,['B'],7.0,28.0,28.0,12/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
THE LION KING,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD TO FIRM,7.25,0.0,2026-07-08,4.0,45.0,B,0.0,1.0,K265,4.583333333333333,0.0,1.0,[],,,,,,,,
THE PERFECT MATCH,48.0,0.0,0.0833333333333333,Happy Valley,0.0,0.0833333333333333,TURF,GOOD,3.25,0.25,2026-07-08,4.0,48.0,TT,0.0833333333333333,0.0,J253,7.333333333333333,0.1111111111111111,1.0,['TT'],,,,,,,,
THE RED HARE,,,,,,,,,,,,,,,,0.0,K312,,,1.0,,4.0,27.0,24.0,25/09/2026,Trotting,SmT 1 Round - Fast (R.B.),0.0,
THOUSAND CUPS,,0.0,0.0,Neutral,0.0,0.0,Neutral,GOOD,8.0,0.0,2026-07-08,4.0,34.0,TT,0.0,1.0,J482,2.1666666666666665,0.0,1.0,[],,,,,,,,
